region;baron_first_blue;champion_first_blue;dragon_first_blue;inhibitor_first_blue;herald_first_blue;tower_first_blue;baron_first_red;champion_first_red;dragon_first_red;inhibitor_first_red;herald_first_red;tower_first_red;dif_kills;dif_barons;dif_dragons;dif_inhibitor;dif_herald;dif_tower;dif_dmg_dealt_to_buildings;dif_dmg_dealt_to_objectives;dif_dmg_dealt_to_turrets;dif_dmg_self_mitigated;dif_gold_earned;dif_gold_spent;dif_magic_dmg_dealt;dif_physical_dmg_dealt;dif_true_dmg_dealt;dif_total_minions_killed;dif_neutral_minions_killed;dif_total_heal;dif_vision_score;win_blue
KR;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;0.0;-1.0;2.0;0.0;6.0;16679.0;19101.0;16679.0;-1685.0;6735.0;2675.0;151871.0;-37750.0;23573.0;75.0;75.0;2171.0;34.0;1.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-9.0;-1.0;-4.0;-1.0;-1.0;-9.0;-11757.0;-82274.0;-11757.0;-19531.0;-6015.0;2295.0;-277887.0;221973.0;-21183.0;-3.0;-33.0;350.0;-41.0;0.0
KR;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;2.0;1.0;2.0;6.0;12174.0;36777.0;12174.0;-12501.0;11013.0;8120.0;31886.0;78445.0;18053.0;50.0;52.0;1869.0;15.0;1.0
KR;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;3.0;5859.0;28459.0;5859.0;-8601.0;5817.0;4125.0;24188.0;21244.0;15209.0;-11.0;-6.0;-158.0;30.0;1.0
KR;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;0.0;3.0;1.0;0.0;5.0;8137.0;25943.0;8137.0;-6143.0;7213.0;3927.0;-3808.0;45230.0;40119.0;-6.0;20.0;-3421.0;23.0;1.0
KR;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;0.0;0.0;0.0;-1.0;3.0;-10293.0;5040.0;-10293.0;28658.0;7493.0;6710.0;95281.0;9984.0;12409.0;101.0;18.0;38784.0;11.0;1.0
KR;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;-2.0;-1.0;-1.0;0.0;-5.0;-11193.0;-62415.0;-11193.0;-37977.0;-4775.0;-2358.0;141562.0;-59493.0;-120872.0;-25.0;22.0;-13708.0;-78.0;0.0
KR;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;3.0;3.0;1.0;11.0;23738.0;76212.0;23738.0;-18958.0;14364.0;10515.0;-55944.0;248665.0;17729.0;94.0;47.0;8538.0;50.0;1.0
KR;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;1.0;2.0;4972.0;12226.0;4972.0;-2271.0;9868.0;9575.0;60566.0;42679.0;-4158.0;39.0;56.0;6401.0;11.0;1.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-20.0;-1.0;-3.0;-1.0;-2.0;-5.0;-9076.0;-53252.0;-9076.0;-58164.0;-4406.0;-1615.0;-110938.0;125227.0;6571.0;94.0;-26.0;422.0;-10.0;0.0
KR;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;3.0;1.0;2.0;7.0;8939.0;51351.0;8939.0;-9450.0;12374.0;7842.0;-111694.0;153566.0;14885.0;-27.0;44.0;19699.0;7.0;1.0
KR;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;0.0;-8.0;-18827.0;-42820.0;-18827.0;49115.0;-10410.0;-5725.0;82792.0;-264706.0;-34838.0;-99.0;-101.0;-3005.0;-60.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;-14.0;0.0;-3.0;0.0;-2.0;-8.0;-13623.0;-60581.0;-13623.0;48873.0;-8996.0;5580.0;32242.0;-183490.0;-7003.0;-66.0;-15.0;-22235.0;-28.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-19.0;0.0;-1.0;0.0;-2.0;-4.0;-9286.0;-37961.0;-9286.0;225.0;-13591.0;-10300.0;-62833.0;-81371.0;-23915.0;-146.0;-20.0;-8463.0;-24.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;90.0;500.0;133.0;1457.0;-613.0;0.0;4.0;-118.0;0.0;0.0
KR;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;2.0;2.0;2.0;1.0;8.0;13764.0;68213.0;13764.0;4256.0;12851.0;7560.0;11791.0;37233.0;13684.0;-82.0;33.0;8809.0;22.0;1.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-4.0;-1.0;3.0;-1.0;0.0;-5.0;-4612.0;20540.0;-4612.0;-42702.0;-3812.0;-4060.0;45486.0;90705.0;-32525.0;63.0;31.0;-17350.0;48.0;0.0
KR;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;3.0;0.0;1.0;4.0;8333.0;49192.0;8333.0;-12507.0;7291.0;3725.0;-11788.0;58491.0;74522.0;4.0;4.0;-17718.0;11.0;1.0
KR;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;3.0;0.0;2.0;3.0;4358.0;44811.0;4358.0;7928.0;10292.0;8125.0;38047.0;84752.0;10053.0;120.0;78.0;3451.0;-20.0;1.0
KR;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;11.0;1.0;4.0;2.0;-1.0;7.0;16935.0;63833.0;16935.0;105936.0;8149.0;5140.0;136878.0;-31804.0;6008.0;6.0;40.0;12197.0;11.0;1.0
KR;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;2.0;3.0;1.0;-2.0;3.0;8025.0;40504.0;8025.0;94619.0;9154.0;-1088.0;-120920.0;71502.0;5475.0;-50.0;-21.0;47733.0;33.0;1.0
KR;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;-2.0;1.0;1.0;4.0;6636.0;14658.0;6636.0;-83150.0;7877.0;-740.0;-59855.0;219334.0;-56812.0;21.0;-20.0;-6594.0;-49.0;1.0
KR;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;2.0;2.0;1.0;-1.0;5.0;12342.0;92398.0;12342.0;-54523.0;4186.0;-3308.0;16222.0;30788.0;-13845.0;-50.0;-13.0;16033.0;57.0;1.0
KR;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;2.0;4.0;1.0;2.0;5.0;11294.0;94945.0;11294.0;33646.0;10118.0;3907.0;321553.0;-157751.0;-13679.0;33.0;60.0;25575.0;62.0;1.0
KR;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;1.0;3.0;1.0;1.0;9.0;20727.0;70431.0;20727.0;13731.0;13958.0;11655.0;216460.0;-28334.0;46023.0;96.0;92.0;8858.0;19.0;1.0
KR;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;1.0;2.0;0.0;-1.0;2.0;5604.0;18495.0;5604.0;977.0;8929.0;7428.0;106438.0;-4189.0;40434.0;27.0;60.0;8558.0;44.0;1.0
KR;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;18.0;-1.0;-2.0;0.0;-1.0;-1.0;-2219.0;-52198.0;-2219.0;-63690.0;5182.0;-8250.0;97002.0;37739.0;-8285.0;78.0;-2.0;1688.0;-37.0;1.0
KR;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;16.0;0.0;2.0;4.0;-1.0;8.0;21413.0;75805.0;21413.0;-12026.0;4860.0;-2570.0;77676.0;191322.0;-40966.0;-26.0;87.0;4264.0;44.0;1.0
KR;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;4.0;3.0;1.0;10.0;18843.0;49021.0;18843.0;8300.0;13942.0;14835.0;-62988.0;331125.0;5896.0;62.0;123.0;11953.0;36.0;1.0
KR;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;16.0;1.0;2.0;2.0;-1.0;7.0;14068.0;30382.0;14068.0;-15344.0;9524.0;2535.0;78162.0;-69101.0;-13761.0;5.0;0.0;-11126.0;-26.0;1.0
KR;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;1.0;4.0;1.0;0.0;5.0;13666.0;60871.0;13666.0;86691.0;11038.0;4380.0;-27305.0;153894.0;-37746.0;18.0;23.0;3368.0;61.0;1.0
KR;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-1.0;-1.0;-5.0;-1.0;1.0;-1.0;-1301.0;-45866.0;-1301.0;30918.0;-2293.0;3280.0;-131011.0;150550.0;46700.0;73.0;8.0;11276.0;-32.0;0.0
KR;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;27.0;2.0;4.0;3.0;0.0;9.0;17600.0;85213.0;17600.0;-21510.0;17621.0;10290.0;-22760.0;213486.0;22435.0;4.0;68.0;7726.0;68.0;1.0
KR;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;2.0;6.0;1.0;1.0;3.0;-11413.0;83835.0;-11413.0;60705.0;11535.0;5840.0;-170405.0;275416.0;17141.0;-38.0;76.0;58945.0;-35.0;1.0
KR;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-9.0;-1.0;-1.0;0.0;0.0;0.0;-761.0;-44106.0;-761.0;-39324.0;-2922.0;3915.0;-103418.0;156563.0;-50891.0;42.0;0.0;-12206.0;44.0;0.0
KR;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-7.0;1.0;-1.0;1.0;0.0;3.0;3278.0;16246.0;3278.0;25065.0;-3239.0;5483.0;-220444.0;10867.0;15185.0;-94.0;-22.0;5680.0;-32.0;0.0
KR;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;-6.0;-1.0;-1.0;-1.0;-1.0;-2.0;-5237.0;-32978.0;-5237.0;11601.0;-1193.0;715.0;78903.0;37327.0;-22834.0;63.0;89.0;6072.0;23.0;0.0
KR;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;2.0;0.0;2.0;4.0;3305.0;27698.0;3305.0;-495.0;10564.0;7825.0;49739.0;47596.0;21793.0;47.0;35.0;10710.0;25.0;1.0
KR;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-14.0;-1.0;-1.0;-1.0;-1.0;-3.0;-7329.0;-41358.0;-7329.0;-14859.0;-11845.0;-5160.0;-18823.0;-187232.0;-1742.0;-41.0;-102.0;-3753.0;-20.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1408.0;-1408.0;-1408.0;441.0;33.0;-690.0;8822.0;-16740.0;-10168.0;-19.0;4.0;1719.0;-3.0;0.0
KR;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;21.0;0.0;2.0;1.0;0.0;7.0;14860.0;21590.0;14860.0;-819.0;13388.0;14875.0;-3517.0;87893.0;20846.0;132.0;24.0;9080.0;31.0;1.0
KR;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;-18.0;-1.0;2.0;-1.0;0.0;-5.0;-11782.0;-12426.0;-11782.0;4999.0;-10631.0;-9009.0;-134354.0;20646.0;521.0;-73.0;-20.0;-9480.0;28.0;0.0
KR;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;3.0;2.0;1.0;-2.0;3.0;8898.0;33543.0;8898.0;-26479.0;5431.0;-1395.0;-42205.0;124748.0;-29994.0;-116.0;15.0;-10965.0;-46.0;1.0
KR;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;-1.0;0.0;2.0;2.0;2922.0;13937.0;2922.0;13476.0;760.0;4235.0;6870.0;-54348.0;21935.0;-58.0;-40.0;1292.0;-39.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-20.0;0.0;-3.0;0.0;-2.0;-10.0;-22700.0;-66808.0;-22700.0;-5091.0;-17072.0;-12650.0;-8791.0;-153896.0;-30209.0;-210.0;-44.0;-12734.0;29.0;0.0
KR;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;21.0;1.0;5.0;3.0;-1.0;9.0;12334.0;71346.0;12334.0;33828.0;13783.0;6500.0;-92351.0;281212.0;31711.0;-75.0;166.0;8426.0;60.0;1.0
KR;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;2.0;-4.0;0.0;1.0;2.0;690.0;-8335.0;690.0;-27518.0;-1254.0;8480.0;191158.0;-293569.0;-30049.0;-147.0;22.0;-11762.0;-2.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-131.0;-15.0;-100.0;-490.0;-265.0;-48.0;-1.0;0.0;-87.0;-1.0;0.0
KR;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;-27.0;-2.0;-2.0;-2.0;2.0;-6.0;-10732.0;-98601.0;-10732.0;46559.0;-10200.0;-11537.0;-128708.0;-46814.0;2172.0;80.0;-16.0;-35109.0;9.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-14.0;-110.0;-400.0;65.0;-408.0;20.0;-1.0;-4.0;-104.0;1.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;17.0;0.0;3.0;1.0;-2.0;5.0;13520.0;24144.0;13520.0;-16205.0;5297.0;2235.0;306924.0;-203315.0;-1295.0;-117.0;57.0;3891.0;-16.0;1.0
KR;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-19.0;0.0;-3.0;0.0;0.0;-3.0;-3577.0;-42452.0;-3577.0;18983.0;-5345.0;-2240.0;-192461.0;200557.0;-16215.0;-10.0;26.0;-555.0;6.0;0.0
KR;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0;1.0;2.0;1.0;0.0;-1.0;-6391.0;3313.0;-6391.0;46219.0;6377.0;2665.0;-15160.0;16300.0;16273.0;62.0;-17.0;6588.0;-57.0;1.0
KR;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;9.0;0.0;3.0;1.0;-1.0;2.0;7895.0;54989.0;7895.0;114552.0;4518.0;-19075.0;218335.0;-127285.0;15865.0;65.0;0.0;51498.0;55.0;1.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-17.0;-1.0;-3.0;-1.0;0.0;-10.0;-24007.0;-65259.0;-24007.0;-44908.0;-14900.0;-8585.0;-42967.0;-90185.0;-18971.0;-36.0;-111.0;-36020.0;-41.0;0.0
KR;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-18.0;0.0;1.0;0.0;0.0;-11.0;-24600.0;-37710.0;-24600.0;16428.0;-15872.0;-10425.0;-71198.0;-205443.0;-30654.0;-106.0;-102.0;-13703.0;-1.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;-25.0;-1.0;-4.0;-1.0;-2.0;-5.0;-9133.0;-83464.0;-9133.0;9640.0;-9878.0;-5225.0;-30199.0;-224349.0;-821.0;29.0;-119.0;595.0;-8.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;-7.0;0.0;-1.0;0.0;-1.0;-3.0;-7055.0;-20807.0;-7055.0;-4885.0;-7319.0;-8950.0;-41571.0;21724.0;4765.0;-72.0;28.0;-9946.0;-8.0;0.0
KR;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;10.0;1.0;-3.0;3.0;1.0;3.0;4230.0;-820.0;4230.0;-14223.0;9829.0;7039.0;-45671.0;12061.0;-5419.0;19.0;-51.0;14693.0;-23.0;1.0
KR;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;14.0;2.0;0.0;2.0;2.0;4.0;-1015.0;50247.0;-1015.0;107330.0;8707.0;3715.0;156648.0;-23343.0;33740.0;-63.0;127.0;4274.0;90.0;1.0
KR;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;-16.0;-2.0;-1.0;-1.0;0.0;-1.0;-6250.0;-50511.0;-6250.0;-61223.0;-11691.0;-125.0;123518.0;-189226.0;17230.0;-29.0;4.0;5148.0;-19.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;-20.0;0.0;-1.0;0.0;-2.0;-10.0;-14269.0;-40603.0;-14269.0;-19921.0;-14975.0;-11965.0;-36149.0;-116845.0;-6301.0;-100.0;-49.0;-11528.0;-23.0;0.0
KR;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;1.0;-2.0;0.0;-1.0;1.0;5848.0;7077.0;5848.0;505.0;6405.0;6277.0;49385.0;9762.0;9876.0;14.0;-1.0;13307.0;4.0;1.0
KR;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;12.0;-1.0;-2.0;0.0;-1.0;0.0;2629.0;-43858.0;2629.0;28274.0;7588.0;5690.0;175667.0;-85908.0;-53331.0;36.0;12.0;-1016.0;21.0;1.0
KR;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;-10.0;-2.0;-1.0;-2.0;0.0;-8.0;-14363.0;-48127.0;-14363.0;-23614.0;-9990.0;-4875.0;88321.0;-166725.0;60240.0;33.0;-25.0;-21604.0;-36.0;0.0
KR;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;2.0;3.0;3764.0;46579.0;3764.0;18446.0;5546.0;14375.0;355945.0;-257057.0;-24691.0;10.0;31.0;-13870.0;-35.0;1.0
KR;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;20.0;1.0;1.0;1.0;0.0;2.0;2794.0;32893.0;2794.0;-18136.0;6474.0;2665.0;50525.0;-39379.0;9787.0;-142.0;18.0;2471.0;13.0;1.0
KR;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;-6.0;1.0;-1.0;0.0;2.0;-5.0;-14516.0;10326.0;-14516.0;13865.0;-3264.0;2640.0;-398423.0;312678.0;31615.0;-3.0;-6.0;-2621.0;2.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-13.0;0.0;-2.0;0.0;-1.0;-9.0;-24674.0;-46765.0;-24674.0;-12329.0;-9730.0;-8325.0;-39491.0;-53952.0;3992.0;-100.0;-6.0;-5046.0;-3.0;0.0
KR;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;2.0;1.0;1.0;5.0;12648.0;34286.0;12648.0;-14317.0;13911.0;5317.0;44213.0;91821.0;-27079.0;121.0;39.0;13603.0;-1.0;1.0
KR;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;-1.0;-3.0;3.0;2.0;4.0;2656.0;11957.0;2656.0;59434.0;270.0;1685.0;-74569.0;140946.0;-24496.0;-87.0;73.0;-2156.0;27.0;1.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-14.0;0.0;-1.0;0.0;-1.0;-4.0;-9449.0;-3943.0;-9449.0;2780.0;-8566.0;-7867.0;39230.0;-70138.0;3455.0;-69.0;12.0;-4484.0;2.0;0.0
KR;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-9.0;0.0;-3.0;0.0;1.0;-3.0;-8040.0;-28305.0;-8040.0;22960.0;-6927.0;-6205.0;50938.0;-243328.0;127035.0;35.0;-32.0;-25352.0;-16.0;0.0
KR;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-13.0;0.0;0.0;0.0;-1.0;-6.0;-11231.0;-33449.0;-11231.0;-17747.0;-10040.0;-9800.0;-40760.0;-137719.0;-20084.0;-122.0;-91.0;-9297.0;31.0;0.0
KR;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;12.0;-2.0;3.0;1.0;1.0;2.0;6359.0;-21027.0;6359.0;23879.0;-3907.0;-1295.0;-335561.0;22547.0;5007.0;-43.0;-69.0;24575.0;35.0;1.0
KR;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;1.0;0.0;2.0;4.0;7869.0;33356.0;7869.0;-32573.0;9776.0;5960.0;5094.0;83566.0;-3038.0;-10.0;22.0;8415.0;55.0;1.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;-11.0;0.0;-2.0;0.0;-2.0;-2.0;-1487.0;-31976.0;-1487.0;-19210.0;-4666.0;-4440.0;25264.0;-77848.0;-24590.0;-33.0;-29.0;-5756.0;-4.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-11.0;-1.0;-3.0;-1.0;-2.0;-8.0;-17744.0;-70561.0;-17744.0;-21792.0;-14419.0;-7452.0;-56218.0;-119782.0;-15213.0;-30.0;-73.0;-15567.0;-42.0;0.0
KR;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;3.0;1.0;2.0;8.0;15652.0;62247.0;15652.0;-4435.0;11139.0;9840.0;47081.0;136527.0;39061.0;100.0;76.0;8527.0;36.0;1.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-12.0;-1.0;-3.0;-1.0;-1.0;-10.0;-17230.0;-75259.0;-17230.0;15238.0;-15649.0;-9145.0;147729.0;-389580.0;-18430.0;-68.0;-112.0;-7470.0;-3.0;0.0
KR;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-28.0;-1.0;-4.0;-1.0;0.0;-8.0;-18738.0;-69297.0;-18738.0;-45568.0;-9302.0;-5025.0;-34953.0;-60809.0;-567.0;9.0;-77.0;-36708.0;-35.0;0.0
KR;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;20.0;2.0;3.0;1.0;0.0;6.0;21515.0;75761.0;21515.0;31660.0;9671.0;5155.0;91550.0;-21781.0;21667.0;-35.0;10.0;3823.0;-20.0;1.0
KR;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-13.0;-1.0;2.0;-1.0;2.0;-7.0;-19815.0;1238.0;-19815.0;-1242.0;-13162.0;-10175.0;-261313.0;39163.0;53018.0;-183.0;-47.0;-13709.0;-38.0;0.0
KR;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-17.0;-1.0;2.0;-1.0;1.0;-4.0;-4793.0;-95.0;-4793.0;70347.0;-9620.0;-8980.0;-306023.0;167775.0;-9644.0;9.0;-72.0;26635.0;-66.0;0.0
KR;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;21.0;2.0;-1.0;2.0;1.0;0.0;-3146.0;15614.0;-3146.0;50102.0;8205.0;2290.0;192437.0;-127117.0;-49641.0;-21.0;-10.0;25568.0;40.0;1.0
KR;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-22.0;0.0;-2.0;0.0;0.0;-3.0;-10759.0;-27682.0;-10759.0;-5866.0;-9537.0;-7680.0;20493.0;-67003.0;-10064.0;-56.0;-29.0;-10907.0;-15.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;-13.0;0.0;-3.0;0.0;-1.0;-10.0;-21684.0;-57916.0;-21684.0;3984.0;-8505.0;-2525.0;-53820.0;-119078.0;-41643.0;-86.0;-62.0;-1733.0;16.0;0.0
KR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-23.0;0.0;-1.0;0.0;-2.0;-10.0;-20334.0;-45775.0;-20334.0;-1109.0;-16629.0;-18435.0;52198.0;-179546.0;-42712.0;-124.0;-21.0;-21969.0;43.0;0.0
KR;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;-15.0;0.0;-3.0;0.0;-1.0;-3.0;-5080.0;-49706.0;-5080.0;28745.0;-6289.0;-2485.0;-69009.0;-27619.0;-10120.0;18.0;-16.0;-1807.0;-41.0;0.0
KR;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-12.0;1.0;1.0;2.0;2.0;3.0;11675.0;46192.0;11675.0;-30390.0;-6090.0;-953.0;-166597.0;127367.0;14985.0;-125.0;-25.0;-23094.0;2.0;0.0
KR;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-8.0;0.0;0.0;0.0;0.0;-5.0;-7134.0;-4607.0;-7134.0;-11415.0;-6489.0;-2617.0;-7180.0;-54283.0;-19323.0;-91.0;-16.0;-5398.0;-26.0;0.0
