region;baron_first_blue;champion_first_blue;dragon_first_blue;inhibitor_first_blue;herald_first_blue;tower_first_blue;baron_first_red;champion_first_red;dragon_first_red;inhibitor_first_red;herald_first_red;tower_first_red;dif_kills;dif_barons;dif_dragons;dif_inhibitor;dif_herald;dif_tower;dif_dmg_dealt_to_buildings;dif_dmg_dealt_to_objectives;dif_dmg_dealt_to_turrets;dif_dmg_self_mitigated;dif_gold_earned;dif_gold_spent;dif_magic_dmg_dealt;dif_physical_dmg_dealt;dif_true_dmg_dealt;dif_total_minions_killed;dif_neutral_minions_killed;dif_total_heal;dif_vision_score;win_blue
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-15.0;0.0;0.0;0.0;-1.0;-9.0;-17554.0;-36356.0;-17554.0;-2452.0;-12915.0;-10275.0;81012.0;-260863.0;-7324.0;-125.0;-22.0;-7108.0;-28.0;0.0
EUW1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;2.0;-2.0;-13546.0;-87736.0;-13546.0;128956.0;-2304.0;9920.0;-113727.0;-45625.0;19502.0;-5.0;-55.0;11276.0;-78.0;0.0
EUW1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;14.0;-1.0;3.0;3.0;2.0;9.0;21699.0;58745.0;21699.0;8714.0;4138.0;1720.0;-174012.0;59635.0;41726.0;-103.0;-32.0;31303.0;17.0;1.0
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-16.0;-1.0;-3.0;-1.0;-2.0;-8.0;-6891.0;-70044.0;-6891.0;-11038.0;-10775.0;-4325.0;-120273.0;-72094.0;-11555.0;-45.0;-127.0;-46360.0;9.0;0.0
EUW1;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;1.0;0.0;2.0;2.0;9.0;29694.0;101354.0;29694.0;-74096.0;19806.0;13350.0;74292.0;284470.0;33414.0;78.0;116.0;-33358.0;90.0;1.0
EUW1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;4.0;1.0;2.0;6.0;10944.0;81677.0;10944.0;38241.0;12157.0;8225.0;-48936.0;127166.0;-3346.0;20.0;-5.0;13994.0;17.0;1.0
EUW1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-13.0;0.0;0.0;2.0;-2.0;6.0;10761.0;-7450.0;10761.0;-101688.0;-104.0;-2455.0;-203512.0;77385.0;46640.0;22.0;-68.0;29274.0;31.0;1.0
EUW1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;-32.0;-2.0;-3.0;-2.0;-1.0;-9.0;-16018.0;-86751.0;-16018.0;-29686.0;-21731.0;-17000.0;107630.0;-196959.0;17551.0;116.0;-137.0;-23690.0;-38.0;0.0
EUW1;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;-13.0;-1.0;0.0;-1.0;1.0;-5.0;-9308.0;-13391.0;-9308.0;-53853.0;-10870.0;-7425.0;-165925.0;145046.0;-27515.0;-55.0;-16.0;-12874.0;20.0;0.0
EUW1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;6.0;0.0;2.0;0.0;-2.0;0.0;5898.0;10654.0;5898.0;4159.0;-156.0;-11225.0;30393.0;-145094.0;-19078.0;-73.0;-16.0;12208.0;-15.0;1.0
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-12.0;-1.0;-2.0;-1.0;0.0;-7.0;-18988.0;-75037.0;-18988.0;-42776.0;-10228.0;-8673.0;121995.0;-336751.0;-32409.0;54.0;-148.0;-12288.0;-26.0;0.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;-2.0;0.0;-2.0;-3.0;-9965.0;-39265.0;-9965.0;5520.0;-4076.0;-2450.0;25966.0;-45314.0;-1326.0;-58.0;16.0;-2596.0;-5.0;0.0
EUW1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;-3.0;-1.0;0.0;-1.0;-1.0;-4.0;-6363.0;-30298.0;-6363.0;-21461.0;-4476.0;-1545.0;127551.0;-186799.0;-8000.0;-30.0;-40.0;-22634.0;33.0;0.0
EUW1;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;-24.0;0.0;-6.0;0.0;0.0;-6.0;-14498.0;-84063.0;-14498.0;-88651.0;-8787.0;-2850.0;224246.0;-214993.0;50399.0;68.0;-91.0;-39232.0;-12.0;0.0
EUW1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-13.0;0.0;0.0;0.0;2.0;-5.0;-16047.0;-6423.0;-16047.0;4166.0;-6908.0;-1090.0;23537.0;-74501.0;10972.0;-49.0;6.0;-22740.0;-43.0;0.0
EUW1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0;0.0;-3.0;2.0;-1.0;8.0;22590.0;-16008.0;22590.0;27510.0;8054.0;2495.0;330888.0;-176789.0;3546.0;19.0;18.0;-16847.0;-24.0;1.0
EUW1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;4.0;2.0;8.0;14552.0;53762.0;14552.0;-2006.0;8569.0;3978.0;-17726.0;202282.0;-25482.0;-13.0;105.0;-18103.0;19.0;1.0
EUW1;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;-8.0;-1.0;2.0;-1.0;0.0;-7.0;-14137.0;-363.0;-14137.0;3503.0;-9557.0;-7370.0;-143231.0;12160.0;-25078.0;-109.0;-56.0;12203.0;-10.0;0.0
EUW1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-18.0;-2.0;-3.0;-2.0;1.0;-7.0;-9077.0;-51709.0;-9077.0;-46672.0;-7642.0;297.0;112417.0;-96318.0;-86749.0;48.0;36.0;-12677.0;-33.0;0.0
EUW1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-4.0;-2.0;-2.0;-2.0;0.0;-7.0;-14735.0;-91861.0;-14735.0;-65472.0;-3718.0;825.0;-311905.0;379490.0;-28750.0;103.0;-67.0;5322.0;-56.0;0.0
EUW1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;2.0;2.0;1.0;10.0;22049.0;53802.0;22049.0;900.0;16428.0;12075.0;77000.0;105056.0;5143.0;127.0;67.0;10993.0;39.0;1.0
EUW1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;20.0;0.0;1.0;1.0;-1.0;8.0;23809.0;36426.0;23809.0;20485.0;11779.0;7875.0;151197.0;-14160.0;38039.0;84.0;30.0;5678.0;47.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;-11.0;0.0;-1.0;0.0;0.0;1.0;2023.0;2724.0;2023.0;-4727.0;-2837.0;-485.0;-56732.0;94627.0;-2185.0;69.0;10.0;1844.0;6.0;0.0
EUW1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;6.0;2.0;-1.0;2.0;1.0;6.0;7888.0;8827.0;7888.0;25297.0;4846.0;-833.0;227563.0;-322537.0;-24595.0;-152.0;-70.0;17675.0;-14.0;1.0
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-26.0;-1.0;-2.0;-1.0;-1.0;-8.0;-19709.0;-43523.0;-19709.0;-9512.0;-16827.0;-17900.0;-233264.0;57342.0;-37446.0;-59.0;-115.0;-21703.0;10.0;0.0
EUW1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-14.0;0.0;2.0;-1.0;-1.0;-9.0;-13332.0;-5600.0;-13332.0;-19411.0;-9953.0;-1965.0;-108267.0;95430.0;-35374.0;-8.0;-43.0;-37252.0;-30.0;0.0
EUW1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;-24.0;0.0;-1.0;0.0;-1.0;-7.0;-13813.0;-40767.0;-13813.0;11920.0;-13177.0;-9640.0;-54853.0;-57070.0;3027.0;-71.0;6.0;1106.0;-35.0;0.0
EUW1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-10.0;-1.0;-1.0;-1.0;1.0;-4.0;-6454.0;-22598.0;-6454.0;-7452.0;-8438.0;-2670.0;-47408.0;-15706.0;-4847.0;-98.0;-15.0;9.0;1.0;0.0
EUW1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;15.0;0.0;3.0;0.0;-1.0;2.0;2136.0;12490.0;2136.0;-4949.0;5610.0;5910.0;-58565.0;19915.0;38317.0;36.0;-40.0;12987.0;20.0;1.0
EUW1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;-2.0;1.0;2.0;0.0;-1.0;1.0;7460.0;80421.0;7460.0;37688.0;5303.0;-6050.0;-253583.0;575012.0;-5027.0;-46.0;130.0;39222.0;-42.0;1.0
EUW1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-19.0;2.0;-1.0;0.0;1.0;-8.0;-22654.0;22726.0;-22654.0;99143.0;-7560.0;1525.0;-139395.0;43137.0;-17692.0;-55.0;2.0;16439.0;0.0;0.0
EUW1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;13.0;1.0;4.0;2.0;-1.0;8.0;21490.0;72185.0;21490.0;-14009.0;10570.0;5600.0;31140.0;164503.0;28693.0;53.0;75.0;-385.0;12.0;1.0
EUW1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-9.0;2.0;-1.0;3.0;-2.0;9.0;20281.0;12383.0;20281.0;39853.0;5741.0;5240.0;42601.0;-70326.0;-13284.0;58.0;9.0;21080.0;38.0;1.0
EUW1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;4.0;2.0;-1.0;10.0;28025.0;61304.0;28025.0;-63135.0;9747.0;7705.0;-129321.0;415233.0;-36770.0;51.0;117.0;1236.0;31.0;1.0
EUW1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;16.0;1.0;5.0;1.0;-2.0;4.0;9151.0;59712.0;9151.0;-47123.0;10369.0;2875.0;-55410.0;216123.0;45794.0;14.0;40.0;-5590.0;37.0;1.0
EUW1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;-5.0;-1.0;-2.0;-1.0;1.0;-9.0;-42327.0;-75469.0;-42327.0;40767.0;-8813.0;-6015.0;-151213.0;-82486.0;-21290.0;-95.0;-79.0;-3790.0;-28.0;0.0
EUW1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-27.0;-1.0;-1.0;-1.0;0.0;-11.0;-22081.0;-53839.0;-22081.0;5749.0;-16127.0;-12993.0;2928.0;-121616.0;9945.0;-143.0;-8.0;-5033.0;8.0;0.0
EUW1;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;1.0;3.0;2.0;9.0;15896.0;58631.0;15896.0;-38632.0;11917.0;9900.0;-101605.0;267211.0;15091.0;-26.0;56.0;20058.0;7.0;1.0
EUW1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;1.0;2.0;1.0;1.0;5.0;12868.0;56243.0;12868.0;-19033.0;6764.0;7043.0;46335.0;131760.0;-5298.0;44.0;37.0;1640.0;-41.0;1.0
EUW1;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;16.0;1.0;1.0;4.0;1.0;9.0;15165.0;49298.0;15165.0;31188.0;7270.0;1985.0;-145304.0;190109.0;-54283.0;-121.0;22.0;21422.0;-7.0;1.0
EUW1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-4.0;1.0;2.0;3.0;-1.0;10.0;28163.0;49363.0;28163.0;-21601.0;4916.0;4745.0;-233145.0;270389.0;-39764.0;32.0;33.0;-28001.0;29.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;-8.0;-1.0;-4.0;-1.0;-1.0;-6.0;-16769.0;-77129.0;-16769.0;-16131.0;-10338.0;-3672.0;125348.0;-349810.0;8517.0;-136.0;-110.0;-8244.0;-3.0;0.0
EUW1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;15.0;-1.0;3.0;0.0;2.0;1.0;1582.0;3895.0;1582.0;-17996.0;6314.0;385.0;83969.0;-77013.0;-4642.0;-1.0;29.0;23035.0;18.0;1.0
EUW1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;1.0;3.0;2.0;1.0;4.0;7492.0;69024.0;7492.0;34369.0;10817.0;6385.0;-88436.0;140849.0;14822.0;35.0;44.0;44416.0;-43.0;1.0
EUW1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;-4.0;-1.0;-2.0;-1.0;1.0;-7.0;-17135.0;-45631.0;-17135.0;-19008.0;-5923.0;-3150.0;-114982.0;4737.0;12161.0;-23.0;-12.0;461.0;-52.0;0.0
EUW1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;2.0;4.0;2.0;0.0;7.0;18505.0;60983.0;18505.0;124325.0;11091.0;5175.0;105137.0;-98256.0;70161.0;-79.0;76.0;36385.0;-9.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-14.0;-1.0;-3.0;-1.0;-1.0;-8.0;-15459.0;-88961.0;-15459.0;-31265.0;-11674.0;-6885.0;-135250.0;-1422.0;-5241.0;21.0;-49.0;-4046.0;-31.0;0.0
EUW1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;9.0;1.0;-2.0;1.0;0.0;9.0;23122.0;25588.0;23122.0;181.0;13623.0;11140.0;-32237.0;200121.0;-3102.0;80.0;114.0;17896.0;39.0;1.0
EUW1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-11.0;0.0;-4.0;0.0;0.0;-8.0;-14271.0;-56272.0;-14271.0;-31351.0;-11074.0;-7750.0;-74488.0;-175661.0;-29700.0;-80.0;-139.0;-9161.0;-32.0;0.0
EUW1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;22.0;2.0;1.0;2.0;0.0;8.0;17683.0;75819.0;17683.0;45610.0;12995.0;9720.0;32362.0;32329.0;9528.0;-45.0;55.0;6583.0;11.0;1.0
EUW1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;11.0;0.0;1.0;2.0;-2.0;8.0;19709.0;21767.0;19709.0;32670.0;7923.0;7050.0;173919.0;-12844.0;55350.0;64.0;88.0;-10737.0;24.0;1.0
EUW1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;1.0;4.0;1.0;2.0;5.0;10453.0;72140.0;10453.0;31563.0;7388.0;7140.0;122210.0;-44402.0;49994.0;-68.0;70.0;17231.0;67.0;1.0
EUW1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;-16.0;-1.0;1.0;0.0;2.0;-2.0;-8540.0;-21725.0;-8540.0;52578.0;-8974.0;-3450.0;-111743.0;16414.0;39706.0;25.0;-12.0;-36449.0;-32.0;0.0
EUW1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-14.0;-1.0;-3.0;-1.0;1.0;-9.0;-21546.0;-54988.0;-21546.0;3593.0;-11189.0;-11170.0;45953.0;-161818.0;-7549.0;19.0;-1.0;4934.0;-20.0;0.0
EUW1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;1.0;-1.0;1.0;-3.0;-3728.0;5815.0;-3728.0;17206.0;-5847.0;-67.0;-315917.0;355179.0;-30532.0;-28.0;63.0;25231.0;-14.0;0.0
EUW1;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;-7.0;0.0;0.0;0.0;-2.0;3.0;11598.0;-22929.0;11598.0;62153.0;3285.0;2103.0;-35639.0;138893.0;-40070.0;133.0;-79.0;-17421.0;-13.0;1.0
EUW1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;-13.0;0.0;-4.0;0.0;2.0;-6.0;-8416.0;-34352.0;-8416.0;-22519.0;-6846.0;900.0;3069.0;-43210.0;-33104.0;-7.0;-49.0;-21153.0;-80.0;0.0
EUW1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;2.0;2.0;1.0;9.0;20171.0;43745.0;20171.0;-10679.0;18590.0;16585.0;13440.0;144947.0;-17392.0;51.0;40.0;13822.0;-3.0;1.0
EUW1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;-14.0;-1.0;0.0;-1.0;1.0;-7.0;-11999.0;-20866.0;-11999.0;32684.0;-10716.0;-7230.0;-135282.0;48428.0;-26514.0;-33.0;-31.0;-15353.0;35.0;0.0
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-7.0;-2.0;-4.0;-2.0;-2.0;-8.0;-13169.0;-90218.0;-13169.0;24740.0;-10126.0;-8875.0;85501.0;-173683.0;-31706.0;39.0;-58.0;-36398.0;-15.0;0.0
EUW1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;4.0;1.0;2.0;4.0;6641.0;52458.0;6641.0;6252.0;12024.0;8300.0;-13571.0;105330.0;18134.0;-18.0;59.0;21936.0;6.0;1.0
EUW1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;-6.0;-1.0;-4.0;-1.0;0.0;-7.0;-12671.0;-75664.0;-12671.0;34102.0;-10568.0;-6425.0;-231494.0;-42216.0;17297.0;-44.0;-80.0;-17074.0;-10.0;0.0
EUW1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;2.0;3.0;2.0;7.0;8845.0;35439.0;8845.0;-20403.0;6875.0;2325.0;-34551.0;109494.0;58654.0;-3.0;90.0;-26811.0;2.0;1.0
EUW1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;-1.0;2.0;0.0;2.0;0.0;-2704.0;-12062.0;-2704.0;72372.0;-6230.0;-3840.0;114970.0;-264356.0;17408.0;1.0;-2.0;-16396.0;-10.0;0.0
EUW1;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-24.0;0.0;0.0;0.0;1.0;-7.0;-18044.0;-35965.0;-18044.0;31663.0;-14168.0;-15300.0;3717.0;-235107.0;-18050.0;-175.0;-57.0;159.0;-16.0;0.0
EUW1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;23.0;2.0;4.0;4.0;0.0;7.0;11372.0;85277.0;11372.0;49751.0;11356.0;7960.0;39579.0;63347.0;-22351.0;-64.0;24.0;12990.0;46.0;1.0
EUW1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;1.0;3.0;2.0;0.0;6.0;12531.0;65713.0;12531.0;-22882.0;12658.0;9525.0;172127.0;-9512.0;17219.0;28.0;106.0;11332.0;-23.0;1.0
EUW1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;-26.0;0.0;-1.0;0.0;0.0;-8.0;-15769.0;-19461.0;-15769.0;-14753.0;-12003.0;-5290.0;-37910.0;-29517.0;-38774.0;-57.0;-13.0;-3725.0;-8.0;0.0
EUW1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-3.0;1.0;2.0;0.0;-1.0;-3.0;-4998.0;8569.0;-4998.0;-90988.0;524.0;1300.0;215548.0;-83790.0;-128561.0;5.0;-28.0;-25583.0;40.0;0.0
EUW1;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0;-1.0;3.0;0.0;7.0;13671.0;33606.0;13671.0;29098.0;12739.0;9785.0;152437.0;3913.0;8162.0;52.0;50.0;-8414.0;-53.0;1.0
EUW1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;20.0;0.0;3.0;1.0;0.0;8.0;21495.0;48983.0;21495.0;33098.0;13683.0;9320.0;77222.0;78201.0;26056.0;-7.0;78.0;23187.0;6.0;1.0
EUW1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;11.0;2.0;2.0;1.0;-2.0;3.0;8103.0;52801.0;8103.0;-44049.0;9814.0;6770.0;47854.0;71690.0;23050.0;25.0;-5.0;15647.0;10.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;-333.0;-354.0;-333.0;-2431.0;1593.0;1330.0;-21024.0;27786.0;204.0;34.0;-16.0;214.0;2.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;-17.0;0.0;-2.0;0.0;-1.0;-10.0;-27102.0;-50374.0;-27102.0;-22393.0;-11329.0;-5480.0;-151762.0;86273.0;-17712.0;41.0;-54.0;1662.0;-55.0;0.0
EUW1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-13.0;0.0;1.0;0.0;-2.0;-9.0;-14355.0;-39898.0;-14355.0;-11853.0;-8400.0;-7035.0;-188204.0;120086.0;-28911.0;-3.0;-14.0;2759.0;-17.0;0.0
EUW1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;13.0;2.0;-3.0;2.0;1.0;4.0;10627.0;54392.0;10627.0;-31074.0;9492.0;7560.0;215860.0;-116691.0;-25141.0;134.0;-34.0;22643.0;64.0;1.0
EUW1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-12.0;-2.0;-3.0;-2.0;1.0;-7.0;-13647.0;-61260.0;-13647.0;-47623.0;-13161.0;-5295.0;-91261.0;-13946.0;-71210.0;-23.0;-89.0;-32646.0;-3.0;0.0
EUW1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;25.0;2.0;3.0;4.0;1.0;6.0;2782.0;84516.0;2782.0;-28649.0;6891.0;3100.0;374949.0;-351192.0;-12956.0;-86.0;126.0;15250.0;62.0;1.0
EUW1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-4.0;-4.0;2.0;-4.0;-1.0;-2.0;915.0;-45525.0;915.0;63427.0;-8387.0;-6285.0;-18320.0;78920.0;81360.0;78.0;-99.0;-41196.0;-60.0;0.0
EUW1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;-29.0;0.0;-3.0;-1.0;-2.0;-6.0;-18546.0;-70035.0;-18546.0;-77036.0;-7812.0;-3425.0;104138.0;-198014.0;59330.0;111.0;-75.0;-38170.0;-11.0;0.0
EUW1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-30.0;-1.0;-2.0;-1.0;-1.0;-6.0;-12169.0;-57183.0;-12169.0;-23447.0;-13214.0;-6060.0;-168289.0;89971.0;-57538.0;20.0;-28.0;-33425.0;-40.0;0.0
EUW1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;-2.0;2.0;-1.0;-2.0;-4.0;-511.0;-78045.0;-511.0;31081.0;-8941.0;-6665.0;23910.0;-63199.0;-12762.0;-124.0;-36.0;6095.0;72.0;0.0
EUW1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;16.0;-1.0;3.0;0.0;-2.0;-2.0;5464.0;22445.0;5464.0;-81019.0;10984.0;5447.0;147954.0;310320.0;42086.0;172.0;16.0;275.0;43.0;1.0
EUW1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-12.0;-1.0;-3.0;-2.0;-2.0;-8.0;-15762.0;-72283.0;-15762.0;1792.0;-9397.0;-10050.0;93503.0;-349117.0;-88557.0;-53.0;-212.0;-9203.0;-49.0;0.0
EUW1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;24.0;1.0;2.0;2.0;0.0;8.0;17304.0;83563.0;17304.0;46179.0;16037.0;12000.0;-38227.0;259516.0;19273.0;66.0;104.0;23105.0;9.0;1.0
EUW1;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;-1.0;-4.0;-1.0;2.0;-6.0;-9014.0;-40930.0;-9014.0;83564.0;-8166.0;-5858.0;-88619.0;-85273.0;-21454.0;-129.0;-55.0;-1744.0;-25.0;0.0
EUW1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;-5.0;0.0;1.0;0.0;-1.0;3.0;4124.0;5228.0;4124.0;-8088.0;-482.0;-4030.0;-51378.0;96065.0;4309.0;-60.0;60.0;1740.0;-35.0;1.0
EUW1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-3.0;0.0;1.0;-1.0;2.0;-3.0;-2940.0;11048.0;-2940.0;296262.0;5160.0;-11955.0;-140194.0;326679.0;-16006.0;176.0;7.0;11227.0;-30.0;0.0
EUW1;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;-10.0;0.0;0.0;1.0;-2.0;4.0;30975.0;38239.0;30975.0;-4778.0;6289.0;1890.0;146924.0;81971.0;-223474.0;164.0;55.0;-29215.0;81.0;1.0
EUW1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;1.0;4.0;2.0;1.0;8.0;14801.0;82044.0;14801.0;23471.0;11674.0;6280.0;19113.0;76034.0;43630.0;-2.0;69.0;16804.0;-7.0;1.0
