PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8
0.0043463802093500125;0.0018959464012914538;-0.0016765151606472097;0.006304792814473137;-0.018803020149975664;0.01379711273443927;-0.06631867833374205;-0.0884022566045717
0.587358011726809;-0.213448740016311;0.321717073824814;-0.09123851942679495;-0.25476324606995854;0.17007734337802752;-0.2208751241402144;0.05501715848059528
0.2262837076231865;0.18065575880290768;-0.5187629464111868;-0.7275860885017341;-0.26304483694828984;0.18979462243111722;0.030007647955587434;-0.01240422098146953
0.364294092292571;-0.1378899785770057;-0.6355810477740245;0.5074121459950286;-0.3518204383824462;0.06335885793362309;-0.08683221657117486;-0.06356286587047599
0.7623099988866164;-0.1096114182562828;0.149868371321321;-0.041903273700769704;0.001479941004867584;0.001555603911747813;-0.036475878119713055;-0.08390113494657309
0.3208662097219086;0.8198620340054648;0.22358642678735513;0.13490013066451817;-0.22416946898219925;0.058278537639522954;0.15520889857691952;-0.08202766537563261
0.5438037673600532;0.4647034547718354;-0.15926980877491662;0.012050503766713546;0.2230786816309702;-0.1844532927649258;-0.513554678324059;0.2348711659873433
-0.6079812459332401;0.22628725266266575;-0.3107164209621492;0.09429272442666684;0.23473238843141653;-0.1495080364183192;0.19129822873817082;-0.08087630419247417
-0.22605761319378204;-0.1792658288905559;0.5200438161948922;0.7268698446895675;0.26291687604645203;-0.19032962994737293;-0.02991131251245514;0.010502497076854127
-0.36429237718029533;0.1398711303140299;0.6364739975625416;-0.5086418235205001;0.34909183142130135;-0.06107238951914251;0.08420801580128669;0.05965333324366788
-0.7598095962832657;0.11423220514125222;-0.13888894638278967;0.035378145802889796;-0.009589025078328792;0.013911550527408691;0.011533646815138661;0.0534556883061743
-0.3228740785070882;-0.8198673985224094;-0.21638749570564397;-0.13689016792468867;0.22509234682160453;-0.051925017763202554;-0.15548764107507326;0.07801989985146834
-0.5441831964894718;-0.46379704771496966;0.15974835846960855;-0.014818971802255807;-0.22492505934143814;0.18616468610499104;0.5108131200631154;-0.23838214807392957
0.8472977042358387;-0.08571624368825718;-0.06473650867558992;-0.053234569486885645;0.01199983862855875;-0.11430683086094312;0.10182648783690512;-0.009175794820291102
0.6733344402634192;-0.2741402521578133;0.36793100456239664;-0.09732535657648429;-0.26889635622521696;0.2027160002644232;-0.17684907257393867;0.06334422001870604
0.7319739969924414;-0.16008404481799335;-0.2797409357375444;0.27370052662608757;-0.18050606772198122;0.026450157186087113;0.044081020672134666;-0.024414777326585303
0.7929792754487528;-0.20079069023532997;0.26139067966497553;-0.06839696230840886;-0.12013660013621365;0.12509622619109118;-0.10349773968652141;-0.03498541490087933
0.4762372265839507;0.7173542487594128;0.1647816218676155;0.1377269822849154;-0.20171478999334058;0.045135854742905906;0.12180342837581372;-0.06568491949571445
0.941596020761243;-0.054087111082813596;0.0471324766922952;-0.030733068810594823;0.09125909056008079;-0.06828066028614878;0.013147210918639504;-0.036275109040547746
0.8934414887266215;-0.10850463615848228;-0.0044631316016662355;-0.0486445148912893;0.19528225551341355;-0.11664752607020426;0.05489685382144869;-0.046485205943011414
0.9256477815198029;-0.045778769568227;0.06235826935309451;0.07314512696019516;-0.06790942507269042;0.05731919519378948;0.06104060445057056;-0.011075315259067344
0.8934414887266215;-0.10850463615848228;-0.0044631316016662355;-0.0486445148912893;0.19528225551341355;-0.11664752607020426;0.05489685382144869;-0.046485205943011414
0.07955466782830582;-0.03140166130684519;0.021574250220699025;0.07865332640638024;-0.19527391158424398;0.03478430116967495;0.25005098996754144;0.8682977904798893
0.9345454843908212;-0.04867500013377898;-0.02520214050240158;-0.05500205281953257;0.12970170576036427;-0.1136758927564224;0.11166024987300764;-0.025539484515291283
0.8390503459003138;0.025479003321042713;-0.05046989765870309;-0.06798895893437384;0.15523032744513987;-0.10654403404594166;0.08907694188929016;-0.020865482620477875
0.1803279088745487;-0.11899376268800886;0.0670045612846873;-0.1376991084399019;-0.37770924387219157;-0.8405301750433657;0.0065598590142819995;-0.08982520802611021
0.5018568722182855;0.05994973849132845;-0.15294676450043132;0.11136299566567642;0.5354393990930059;0.6004668757038055;0.04743454514628211;-0.016297125951359185
0.27643259975417717;0.01522204338384608;-0.016263692208420368;-0.004169360642169294;0.029862457357150613;-0.07436513053286592;0.4289226102844018;0.023825519049251336
0.2899827661911728;0.0672137862770516;-0.36372780976509306;-0.06769362742489199;0.4362383724111649;-0.31410418829656045;0.19581347531138027;0.07786614246761024
0.7462946598252316;-0.002625729023003754;0.020496688465798506;0.04762081283389774;0.1351802730813122;0.0654986676636985;0.11892838150002402;-0.07775948480239438
0.5494270400868104;-0.15694567509413937;-0.001425916504728172;0.04652925293628773;-0.03861669241471212;-0.002080624320777552;0.2877749721540492;0.2506682175256387
0.5818479453341726;-0.031205828379700304;-0.018984452723709168;0.007453389017518966;0.05256764671944968;0.0005828000834636527;0.0005686522454562028;-0.12905378285385113
