summonerId;summonerName;region;leaguePoints;rank;wins;losses;veteran;inactive;freshBlood;hotStreak;tier;leagueId;queue
Fhvi5E5owQ4OZ6YCO9br61SAkTkNVsy-W0Aq4-0mOyzdlcE;Quad;KR;1802;I;302;233;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
2J6N81zUjy54fWncmB0pBuhK-wVwRKnPiJkdwObEMOXMPw;SnowFlow2r;KR;1537;I;238;172;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
Q57F1GqLAoyo3OU8cgGpdC9jnzZa4b5KdK9G2WVjOGthaQw;viper3;KR;1537;I;163;109;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
UVVx-bUaip-5jbAB4NMF4OvyIGGd9SRXv6vGVLNs_L7NCTg;댕청잇;KR;1527;I;186;121;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
-HFuufLIfdaHeaEY7kBaTOQt_bWnpEUQrMCZbtK6DsHHBWFPOobK4jmYig;갱스기무라;KR;1480;I;211;154;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
zQje4WnSbi6xmg2kwYFv2TK-HPOnelq1-XSM4bdkRWDovGGBhYflTTVy0A;KDF1;KR;1471;I;269;207;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ZwxI78ezH9a6Izd-6S3xvK87Fd_w5VWFJIl1EsX7jKMyjdA;2U35;KR;1437;I;174;117;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ENaY4D2m4Xj_6ljzLfbVqfaxMejjWGaYXddTc-7C8XqZPSE;KT Way;KR;1430;I;245;194;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
LFwIS37PdGbtBVbc8OmN-_UtNWZJj7JT07JUeHZBLnABIuk;김빵덕1;KR;1414;I;284;219;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
tsi2nlJ6R8yorO2w4o7XeiKiYQaHdcjbIas4E9KcdxVFJ7I;bie hou hui;KR;1378;I;192;139;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
nX_6ct0QM_-KpJyirHY-LsIva1ygMclIdG-ShbhF5_Nj7L8;GOOD GAME GG XD;KR;1374;I;119;68;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
yebIKotxEpXQp8BcGZfX195yXqeDCLCE4av5Tl2zvCAkzSk;난화내;KR;1373;I;322;276;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
bKLjLUpbiMQk-cyb-BtVeyXg3CmaQa9HLRXYpCA_7ugHkyA;KDF 태윤;KR;1362;I;172;128;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
2g72fECJ0DAS8Y35h9X_SqDlnFiV1bVk4Z1iuyN7Us0G5jU;JUGKlNG;KR;1347;I;121;70;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
YgDOJ4xhCPzTGMlp_WAy-IkXiq6knmZVr1IPm58Jt4Fo9JSkD0HqXn0XBg;경로당홍삼캔디훔쳐먹는김건;KR;1346;I;168;105;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
OfY0khA8kMz4sjW8S-UXGkZPaKpZcd3ZBhiclg55EH0_cZfv6UHJR6Z1YQ;hzw;KR;1343;I;200;131;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
cFTAG9hBjSzGuqpmmc8EW5EZ6BgsMY4GvqUcqW5y4yNdM3w;JUG CaD;KR;1340;I;641;593;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
J8ZDCJw_KGBhm6YSRF-OwMkN2V8zPyykSOmO2TMZS4lOe-c;앗싸 지렸다리;KR;1330;I;222;170;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
nafLHOi8p1Yt-DGybTEMW15FnjZihjr4UMSco794Dbo7iKRwh9rEIIVFhg;무릉필드 1;KR;1328;I;241;179;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
mdBHvIQjlv_aIAETsWg7fueIm5zAsrCBZIJPIidogr98BxA;KDF 영재;KR;1320;I;195;145;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
18hED1uL9rXClNFxRoBXdkUR3EZRCC5B_oCXuivhCJlvsNlypa9zwKuGQA;wutian;KR;1312;I;143;93;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
aNWp0tw_3GG2jfB16isNB7oRfQpfiCQYRM1ecQquLB7xxbJJ8BcZBRfBRA;미니웅즈;KR;1306;I;384;336;False;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
U2UpnDWYplXNBEYqMMdJI5vIzxpiRNZpIw2HIvumg2Lok9I;Chu성훈;KR;1302;I;329;281;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
E5Uq2wtOWJoe7qj9uES71uSUFyytdjpbL4bKbKhIoQvr22CC;B0NN1E;KR;1288;I;306;254;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
CI9qbS8QA9lKuK05ovjZon9nWqiOJvqdE6_QQB4Oe_qZoXum5mAJbhT8AA;DK Saint;KR;1287;I;357;306;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
6nBj8EnR6uj0VngcYtTYg1AnA_zxU24aXInewC6HX2DwIu4;포기를 포기할게;KR;1272;I;202;156;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
7IiQenWQmbqYIwhQPh742LzBbTWMLKmvt7G1pg92tcQBbA;킬러톱;KR;1264;I;298;244;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
f3AEPb6W6xucAuk8TyzZqpwq7OVX2jffrpSXsvtaXLFaryh_hnJ7QF5IXw;Manycpyfjtjkyxf;KR;1254;I;241;190;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
TScfhODnt6lCBXin01wFjkEc26stmpK-zpEQNeMiQoBgZ06gyzb2sh0zSg;씨맥당신은틀렸어;KR;1245;I;264;219;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
lG_24mYo1UpXZK2WXXeqtJdEBvQXt6BhvU-8XRy9v8SEnKF7;DK Pullbae;KR;1241;I;275;226;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
7hvsbTZJMUljW85mBgbQdUsTQbDOS3xnUjduAO2WrKfpkpA;칼과 창 방패;KR;1239;I;225;183;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ARlaQwjDXM77Hl5xBTKN-lUFv9moV8EFIZM4IzYMV0618h8XezoeHvCONQ;에휴휴휴휴휴;KR;1233;I;122;79;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
FWFCkyEBqKdBRPNyL8r6vjSQwpD3F7NrpBqviW4BOqjWwR0;으끄으끄;KR;1226;I;203;166;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
LU1NKPuI-mDiaijpVfFb5d5NYbmMB3f0GqLb8MHBoNbz8lUA9VR0qac_kA;naiyoubaby;KR;1206;I;264;222;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ByoqeLc0n_vDTcc3b7Lz-OEQa7s0xvkBY9-LV22idztXaaM;T1 Gumayusi;KR;1205;I;228;193;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
dfnhxKz1iZ1ctoPv25HXY9L9IrV2feUj9LDEw1pjc7u3JqE;bababaabam;KR;1200;I;183;139;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
BHIVrrgUXM_KW_SbcMKWZNHOJL2bdbByBtz5EZwzFSWKxFjvbEhfz6sV6w;Katappo;KR;1195;I;267;222;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
tKtak1GQ0wboAN-R5i6GSBaYoJQc6ygTVrFxkvYOjpAbKw53;소년가장 원딜;KR;1194;I;333;293;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
8lom3tx3BSmJeNv8MgqzAim8IKRzmd6LWSbMoB3nOZAp73M;Cuzz;KR;1183;I;103;60;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
YYGfmuJgAhQ28uLZsgh1FRjGnDflypYK5uLa_e2shRK2NXk;몽이의 간식;KR;1182;I;163;117;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
7P_npiASBuT3gNmfUdQ9GjSqWPbCW_4i4iTnOU5CcEUUhA;언니우기;KR;1179;I;200;162;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
EO13K9zt-k9rqnjmysTnAa2M50bjKcOw-QVn0STVamxw0yk;fiwkrpw;KR;1171;I;186;137;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
bXZRslKAQ7AQVdEtQfocXmCoSLAYgUkO1WzQS0IlsESvK6bkkecR0-Er8Q;앙 맛있엉;KR;1166;I;184;145;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
86swIjHZACn_BUB4AQXKSMqLS30J1VfwvuSfpySzqil2RiM;Delight02;KR;1162;I;186;148;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
BZyyclbeUNEQMt6v6L1iohCBoRg1UOw2jK9KPc0GJQggAB_r4LDjwDtugA;ranranbaby;KR;1161;I;259;191;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
XGdDFHfCTvH10O8qlQjCcr9sm3Ox4WtoYJpImKopR0XM8CXBIU93dUgPew;900Ghost;KR;1160;I;360;310;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
pzJP2vvvtQEWaYgcOy7dDI8ePSJA94IUjj-GOBNgG6ta4kxteQ1Nde8Nkg;스킨구걸러;KR;1152;I;138;97;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
C6vnM6bhMaq7FlWNB57AHiGW6oXxpFylde8_qn14lSJH_kk;NS Callme;KR;1145;I;279;240;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
OtlzGSmVh99125D1W8JWtqUIIyEESYhSjGEboBc1Pavzb5uhhaPkqlvkSg;라면이 맛있다;KR;1141;I;204;124;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
LDJZweFBluK4YvY5jf2d9yzLq7PAy8B0Z6UqdGQ8kuOOZN817tajHu_8zA;Bae Suzy;KR;1136;I;201;168;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
5EPxaPL3mGhnk53ys_ZiV_lSdbP4U4fTpa7JiF9sGiys4w;쪼렙이다말로하자;KR;1133;I;361;317;True;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
lumVHo56f9Jfq_DHLggnuONG1Luihvgn2D7Nm3t-lgCQ2uyC;Aileri;KR;1128;I;133;88;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
4BY3sv0zmat9kXD8qdKP9fz1r7-XZZPtdfCfeEScMwIbwjK7tIVJjlMdeA;이기고싶댜아;KR;1127;I;213;173;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ODZay7-QY_Mp_uAatYOLOG7DEVj5cRYSUufVugP1FkNIDV5hxjc7OZcYXg;농심 콜미;KR;1127;I;147;109;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
5F0DEpIyGgPt_EvD5zWtk0bRSI6_YGjIHoKRtseXusG_B1o;BRO Hena;KR;1125;I;313;277;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
YlQTkz0euQWAKQXVd-wVkczokaeaB5hH5nllHgx7s8jhPixAfXEQBdRxIw;kygoo;KR;1118;I;202;161;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
9WBYKfuA5vdSt2PLu781lE0gWP6XR7nUMMmure_3kDcQjcI;땅우양;KR;1116;I;245;200;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
bBsmEOT-XNx-U8Cv_3_PdL7RfJ_kDLNlLgdrHI6P7121NCN2;HLE Grizzly;KR;1104;I;322;273;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
AhV9JtELzG7-8EOYt-t-FNEsM_uVWL_LL_bDpqs5FLI_POA;T1 미드 테스트;KR;1103;I;184;136;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
cbGweDLJYcMGfnCfWTouiMiL6gN08WiuNbqpSKZAvvYAsb-W;밀리오의 문단속;KR;1102;I;342;306;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
Ca7LwmwxHrBvcWCHHOQ48y7zAY11WPIx-cIu8g01UcohhWhdyGp16lbO6A;수면제좀줘요;KR;1098;I;300;248;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
lEYhVktfvdVGWYDZUtF0ymtHeIPmXfIp6ngY0poGGryvmbQ;BRO Effort;KR;1098;I;216;178;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
nluGroF6diCKvE8E8p_Xg3VGoENxfR0ai99GeusR0SOw01WyCqwUgOaWXg;huibuhui;KR;1095;I;416;355;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
lvhZf03lkTchpgcNT2eOnMjkCPR0AlgVIuD36X3IFeGqzZc;NongshimRedForce;KR;1091;I;451;402;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
wZz5PR9lp4bBuVyyecszoCVwPN1arOTlKug9J7cJR-L1zUBYSNCaGICjlA;DuDu111;KR;1091;I;194;150;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
m4h1ZJdPv8TRJlx3niBjElI6BJuwszcOFU1mGC_RIm-ozW6Ka73QXdjHtQ;왕도의길을걷는자;KR;1084;I;240;193;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
-Zwea3GhueRsJIJxhp0dN0NszAUj-5F9xkXK-371cnYQA0o;따봉 람모스;KR;1080;I;262;227;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
t6EbAbZ5hOFXbI41SmRo8M5A87ey_DUFKXk_GeelVVG4lcw;qweasdcxz;KR;1077;I;190;131;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
gvn9bIULWldsra14SPWs7Pgi2DgBqm1QhnC3PeHO23VpSAE;Fatty;KR;1076;I;162;116;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
CwCQXeebTLKM1Recg6nSU8f1FlHHgsxNRGXL4qb8FxXp4OwlrQz1eFNcWw;ycx;KR;1072;I;276;234;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
jzl8_0zEhCMtHvBch0oXbpZKx6e2npkIvpF7545bQHv1VhnAMV8vmaQSXw;hwa i tings;KR;1069;I;380;338;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
tmi-XQ4ytgDUX6dHM6DJpeNg3EztJt_lzJgCqKeVAOlbWsE;midqaqq;KR;1068;I;217;173;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
58_R0UXA6jEhGQKmU1OYJvDr6rgS1S20oipeomqgoWaWzA;udo1zO5x3;KR;1066;I;231;174;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
SVlznPo3lh3bum1BJhJ6YgAnC-Q-cN9AKvKZXLcXrBjyTAol;BRO Raptor;KR;1062;I;293;251;False;False;True;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
W__7wp7fZUL0bg-FO2GJKRIGFu5iWo0K2Ke4PW-oHLYniJcSnOv7OR64cw;Croquette;KR;1061;I;269;217;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
E-D156KPICMAjAy-zZCUZ4DanSxImSuSgWHLVQpROO4UkAFc4pNIr8WXgA;Dazbee9;KR;1061;I;269;226;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
EWVBaw8rmW3v7awb_51xkZ-ViB2RpN_8O9EZc2ZET_pTjW4;34살원딜형;KR;1057;I;235;130;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
0GG4I1aPeg3xT_LhHAiCpgPncYlhznQkq9cS34HGBQ5b6Nk;Jiahai;KR;1054;I;283;227;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
8ddF91wpaewtQfz9bDweRuxWPPK7D5aUEDG8KR9hKb7Dvdo;ecrrd;KR;1053;I;133;81;False;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
qgWAUxT49eeKL7boUsHpnZGSq9Ldqaa_U0ySYTrvJ6DejSvrD2hC78jOIQ;DRXVIICHAN;KR;1052;I;422;379;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
PO1LQuZ0noLfcPG5PZwCViDWUGpd19TOWa-wwCv8-_3rmkb-WoD2QMHsow;Meteor is coming;KR;1046;I;253;206;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
YX4aR8WfWV7KLnpmc-y4T6fMbgMLoGpxm6yP3Pi-LNMcZCo;Gen G Seeder;KR;1046;I;210;171;False;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
Z2Qs42UlZR0TdYLBt7HTP-M6oJnvHWzk9t3D2LDknDkhTPsx;mei shu chu;KR;1041;I;255;218;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
PAIZz3FfcS4lFeuzf4fykM3M6XpJejolEh-tmdmIwGKShIR8kgm5JNjklA;The 글로리;KR;1040;I;128;74;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
2imXREcoI6cYPlen0FPITrYetsfWTFgR9ZTEdvOSj-z_XLuejVR5qbDnWA;qwazss;KR;1038;I;171;125;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
brlqz-2vVBvzbWteD05-IT6C5OBPO0LDrvNGl7HMRZLraBg;오늘밥머먹지;KR;1038;I;129;94;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
yxIRpmvhP_2Fqds6GtfjB5lE2GhgXRLkTEgX4i_KT3Ipgak;NS Jiwoo;KR;1036;I;268;225;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
0WLju381r6rhvTynaKw32NjApsEfrhjdCKxDd350_HmHPUwvIyRKLFaJpg;pft;KR;1035;I;326;296;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
Pk63J1rhgIyJZITD9F_Kji4BbxUIHz26_dfTjeflMxkgHWlB;Peter NS;KR;1032;I;268;238;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
hoGNFdZjx0mw5tOHo1Umc5JEj43JUv6gsS8IaO0dxepUR5W81Z4HocJN-A;칠리 맛있어요;KR;1032;I;172;134;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
-KxHZkDhD-K-pPorCCUWhAkq68PSi0Zm_jRdSKfkt39Ba5ZfD141ZVc6YQ;자신감을잃지말자;KR;1030;I;269;232;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
bOVC4E_OnI2D9-aERqLkdb_BBoIyD-QknNiZnYRMXLfjEZA;QqQqQuid;KR;1029;I;331;297;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
tRu1yH4mJHsPzF-ScIeeaeubS8BmAGa4yBl0Ak3a_jo7ig;Hide on bush;KR;1029;I;232;197;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
iIHQ6H4pOnfZHOXl4qub0JMolQfwWjIlnyGIGxr6uWYuXoQ;죽림초;KR;1028;I;393;354;False;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
YOZZ1pzOXtzy7wh-Za9uPrADHF1m9jhlRwaVutRe1dXByPY;키보드에음료쏟아서고장내는이도윤;KR;1028;I;185;148;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
ot1tBNl6HLn0YCx5dcmHdt_it5Av-xny2uC9Luo4O-P8WcngtDAfh6VTPA;jusaka;KR;1025;I;183;150;False;False;False;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
vh4ZpgrNceMfmbGoOvEJcKdSO-rSUTyTWG1KxsaZ3PoBmjM9VxJPnsXTmw;mashushu;KR;1025;I;172;136;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
aabyRLGNN9p5nsYIZuBgNgDcRcBfDIigfRgPl-ISMDiwmqP_13KXEVXGTw;ILLAKlNG;KR;1023;I;183;137;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
lGAw7C_WRgeLh-8eRBIOlzxlPSO7vKy2dNGCTwyt-Izxx8U;이렐아칼리;KR;1020;I;151;118;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
xwn1IUswOCMMM8qmJVjdac2sLmxiW8NhAfBDr7BZWOtW_GqCuChfhWwnMA;Ljlrpajkklxwfc;KR;1017;I;118;84;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
TpgDuxuts0vhNspStQkJqIbNBvij4AXs0ifdVXzF7NCTP3I;스물다섯번째밤;KR;1016;I;212;170;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
_pchsD45l_5udb27b4mpXYxQSRIQJzhiq29BuuR0xRbXJx8;QCH4B2Y4;KR;1015;I;356;325;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
cKGJBzNtixs9ZQ_Mifv1gPC2kixYXJsnRWEJ7TE0_iQ0psA;Maeng in love;KR;1014;I;233;193;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
pe25D1my1tq7T2f9YKATfyHx0J-fbB7GxNOk82qAkOwbXZL88u4n5wAAiw;DK Bible;KR;1013;I;250;213;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
9fzSl4285UT3gIDz8_4RchXdcusnfxJX-w9pZRfWKPIw_iFuVAQ8cGtprw;반오십의 희망;KR;1012;I;368;332;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
nFYtLnm5-3qr2mQiVSaL_-_u8vjB4qD4OppNeQanQUVx2sc;xiao mi feng;KR;1011;I;339;295;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
JXblrsJJQ6hsRPd7afXPGlwmdiyvb-nDNL1RyX6Z32ysb5c;DDDRX;KR;1009;I;220;185;True;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
vxj7i-UY3QEbOLS_Grz2ejSr_FmUe1-asufD1RoVG6jGupc;starloving;KR;1008;I;278;190;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
1hVR7ronm0At56RNnRBH6k19t8MQIso2ia75uFys3Qr07Ml7UeRkSY4P8A;qwercxvz;KR;1007;I;211;140;False;False;False;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
X65VdEqw2kf-lIoRaYzHes4yLF3sDVtdf1rQoFYhMhH6-UA;MID Whistle;KR;1005;I;368;336;False;False;True;False;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
thELV3fZ6kukfzSXULaJUzvMNNomteNe1_6n4pwr12LE63CW;waywode;KR;1005;I;221;190;False;False;True;True;CHALLENGER;70d8c920-e79e-383e-b905-f8e94c2955d2;RANKED_SOLO_5x5
